ProdId,TimeId,BTC_price,ETH_price,Price_USD,NVDA_stock,AMD_stock,PPI
1,20141114,96.17,0.662206,549.8009956,4.9525,2.755,58.7
1,20141117,91.98,0.636698,549.9339308,4.8925,2.7,58.7
1,20141118,89.905,0.6289205,549.2949679,4.8925,2.695,58.7
1,20141119,83.98,0.6419095,550.001191,4.89625,2.655,58.7
1,20141120,77.555,0.614727,549.6023283,4.935,2.65,58.7
1,20141121,72.765,0.548107,549.0465741,4.985,2.68,58.7
1,20141124,70.91,0.543722,550.6700453,4.995,2.645,58.7
1,20141125,70.59,0.545697,549.6060564,5.02125,2.655,58.7
1,20141126,76.3,0.5452105,549.6288702,5.10375,2.74,58.7
1,20141127,75.41,0.5325475,549.7179875,5.13625,2.825,58.7
1,20141128,81.6,0.50127,549.7804172,5.1525,2.81,58.7
1,20141201,87.68,0.466773,548.8345453,5.1725,2.82,58.7
1,20141202,96.085,0.4519425,550.1462571,5.23625,2.81,58.7
1,20141203,93.155,0.5202285,549.5441934,5.19375,2.715,58.7
1,20141204,95.78,0.5580135,549.7260358,5.13375,2.66,58.7
1,20141205,97.505,0.548042,549.9813502,5.225,2.755,58.7
1,20141208,98,0.6247875,549.7122006,5.25,2.705,58.7
1,20141209,98.075,0.6773075,549.0905066,5.26625,2.68,58.7
1,20141210,92.5,0.803531,551.0753689,5.235,2.6,58.7
1,20141211,91.5,0.9339285,549.7985103,5.1425,2.54,58.7
1,20141212,91.185,1.078687,550.1189735,5.125,2.52,58.7
1,20141215,89.975,1.15908,549.4936906,5.09375,2.5,58.7
1,20141216,91.04,0.9800855,553.4643247,4.9725,2.45,58.7
1,20141217,94.21,0.989541,548.9942229,4.96625,2.53,58.7
1,20141218,94.495,1.0268235,551.8045682,4.9,2.475,58.7
1,20141219,95.6,1.0033075,549.712876,4.90875,2.515,58.7
1,20141222,96.735,0.8828325,550.1595959,5.0825,2.565,58.7
1,20141223,95,0.9258205,550.7345823,5.08375,2.54,58.7
1,20141224,97.29,0.9213885,549.1723632,5.13875,2.6,58.7
1,20141226,100.48,0.903663,550.140261,5.20875,2.69,58.7
1,20141229,104.23,0.9728305,549.9201229,5.16,2.665,58.7
1,20141230,107.61,1.0276315,550.6785566,5.1525,2.67,58.7
1,20141231,105.505,0.985484,549.8180136,5.14125,2.645,58.7
1,20150105,104.605,0.8375265,557.1045351,5.1075,2.665,58.7
1,20150106,103.89,0.8387145,553.6591587,5.0625,2.67,58.7
1,20150107,104.735,0.881666,554.8163044,5.01125,2.67,58.7
1,20150108,106.385,0.8915105,554.497875,4.98625,2.67,58.7
1,20150109,106.47,0.8982365,553.8210107,4.87625,2.605,58.7
1,20150112,106.75,0.9183515,555.4338365,4.8225,2.595,58.7
1,20150113,104.005,0.967897,554.5988703,4.91625,2.605,58.7
1,20150114,103.845,0.975258,553.4199208,4.96875,2.61,58.7
1,20150115,103.155,0.973749,554.5670155,4.93875,2.595,58.7
1,20150116,103.975,0.9271555,545.3619289,4.97,2.64,58.7
1,20150119,105.75,0.9498415,543.3871518,4.9,2.62,58.7
1,20150120,107,0.971557,546.3959953,4.94875,2.57,58.7
1,20150121,111.5,0.9514635,543.5310553,4.93625,2.46,58.7
1,20150122,111.125,0.921993,550.2405927,4.9975,2.31,58.7
1,20150123,110.41,0.8752995,550.6088771,5.015,2.295,58.7
1,20150126,110.99,0.8540015,555.8027085,5.105,2.435,58.7
1,20150127,113.345,0.880373,555.3787863,5.15625,2.465,58.7
1,20150128,117.415,0.8957075,554.6182566,5.15125,2.54,58.7
1,20150129,120.26,0.887343,553.3135523,4.98875,2.7,58.7
1,20150130,122.295,0.871375,548.5501674,4.90625,2.675,58.7
1,20150202,122.05,0.8703365,549.6656226,4.89,2.6,58.7
1,20150203,120.22,0.8484705,550.3502796,4.88,2.555,58.7
1,20150204,119.705,0.811375,550.8388656,4.83,2.7,58.7
1,20150205,121.08,0.830974,550.8899545,4.97375,2.74,58.7
1,20150206,121.345,0.8486325,550.9377835,5.0475,2.84,58.7
1,20150209,123.655,0.8577755,550.2876571,5.0825,3.12,58.7
1,20150210,124.97,0.8192205,550.572301,5.1275,3.105,58.7
1,20150211,122.955,0.8029865,562.8578769,5.07375,3,58.7
1,20150212,128.37,0.797471,551.0501684,5.15875,3.055,58.7
1,20150213,136.805,0.8244405,566.1542606,5.20875,3.05,58.7
1,20150216,140.31,0.8747755,555.1595751,5.54625,3.1,58.7
1,20150217,140.695,0.989273,552.1112581,5.53125,3.145,58.7
1,20150223,135.67,0.963416,549.6933632,5.5775,3.125,58.7
1,20150224,134.055,0.980089,550.5750804,5.55875,3.1,58.7
1,20150225,126.635,1.00612,550.2654735,5.565,3.045,58.7
1,20150226,123.245,0.9974635,551.0917308,5.54375,3.075,58.7
1,20150227,122.2,0.954709,553.7845477,5.5475,3.065,58.7
1,20150302,122.605,0.923787,542.5520005,5.53375,3.07,58.6
1,20150303,124.405,0.907395,544.5751792,5.545,3.1,58.6
1,20150304,127.82,0.921313,544.3281183,5.54375,3.095,58.6
1,20150305,130.55,0.904286,541.9412985,5.52125,3.095,58.6
1,20150306,133.945,0.8857925,540.599161,5.58625,3.17,58.6
1,20150309,134.925,0.8695025,535.7628855,5.58125,3.18,58.6
1,20150310,132.36,0.865209,518.4999479,5.56125,3.075,58.6
1,20150311,129.85,0.8722745,529.4117017,5.65875,3.04,58.6
1,20150312,131.245,0.8678835,522.3493136,5.67125,2.91,58.6
1,20150313,128.825,0.8513445,523.178822,5.66125,2.94,58.6
1,20150316,131.87,0.852663,522.6134873,5.7275,2.95,58.6
1,20150317,130.11,0.853143,536.7749622,5.765,2.875,58.6
1,20150318,131.15,0.903873,536.367326,5.63375,2.755,58.6
1,20150319,127.425,0.9428455,535.4652953,5.62625,2.745,58.6
1,20150320,130.265,0.943132,525.2737063,5.73,2.78,58.6
1,20150323,129.195,0.9530985,534.4594375,5.7525,2.77,58.6
1,20150324,126.425,0.9628375,538.9239857,5.75375,2.77,58.6
1,20150325,128.51,0.9531365,538.8168935,5.76,2.755,58.6
1,20150326,131.125,0.95857,541.0290608,5.85,2.77,58.6
1,20150327,131.615,0.9481835,539.1299792,5.72125,2.825,58.6
1,20150330,134.095,0.9552265,544.2269473,5.6375,2.805,58.6
1,20150331,137.66,0.96577,543.8490543,5.42,2.675,58.6
1,20150401,134.31,0.9829725,540.8084981,5.19,2.615,58.6
1,20150402,133.09,0.9875495,543.2024234,5.27625,2.715,58.6
1,20150403,117.92,1.034608,543.7384398,5.3475,2.71,58.6
1,20150406,117.725,1.165,543.1470132,5.2925,2.675,58.6
1,20150407,126.75,1.115,546.1815186,5.21625,2.7,58.6
1,20150408,129.235,1.145,543.9014286,5.25875,2.675,58.6
1,20150409,127.905,1.23,543.8237622,5.31125,2.705,58.6
1,20150410,128.315,1.24,540.174355,5.45625,2.715,58.6
1,20150413,126.09,1.27,525.2627056,5.47125,2.71,58.6
1,20150414,128.665,1.43,523.2719744,5.555,2.72,58.6
1,20150415,130.38,1.385,528.4300849,5.655,2.755,58.6
1,20150416,130.725,1.485,528.7339619,5.66125,2.765,58.6
1,20150417,133.11,1.54,537.344922,5.58625,2.72,58.6
1,20150420,136.605,1.525,543.042851,5.63875,2.695,58.6
1,20150421,141.51,1.765,539.3955267,5.6275,2.82,58.6
1,20150422,142.26,2.1,540.3170746,5.55375,2.515,58.6
1,20150423,147.33,2.36,539.5762244,5.56125,2.51,58.6
1,20150424,144.915,2.415,541.9149997,5.53875,2.44,58.6
1,20150427,150.765,2.39,550.9555006,5.52375,2.305,58.6
1,20150428,166.59,2.51,551.0752103,5.51,2.31,58.6
1,20150429,171.93,2.455,551.3337214,5.5,2.34,58.6
1,20150430,179.81,2.505,546.9984908,5.5625,2.325,58.6
1,20150504,189.46,2.36,546.0642705,5.5425,2.34,58.7
1,20150506,203,2.22,545.5713889,5.5525,2.3,58.7
1,20150507,192.97,2.305,544.7170329,5.53625,2.285,58.7
1,20150508,183.685,2.44,544.8367315,5.6375,2.28,58.7
1,20150511,182.08,2.535,543.4626839,5.6775,2.33,58.7
1,20150512,186.52,2.54,544.3928364,5.56125,2.295,58.7
1,20150513,195.34,2.515,545.3988425,5.52125,2.275,58.7
1,20150514,201.67,2.8,546.5195406,5.5625,2.29,58.7
1,20150515,204.565,3.075,544.3382269,5.29125,2.33,58.7
1,20150518,202.015,3.605,546.3402348,5.1525,2.33,58.7
1,20150519,204.39,4.32,542.8580175,5.18375,2.325,58.7
1,20150520,204.705,5.315,541.5618532,5.23625,2.365,58.7
1,20150521,209.52,5.825,540.0061319,5.295,2.36,58.7
1,20150522,222.475,4.955,541.0495105,5.33125,2.35,58.7
1,20150526,238.44,4.96,541.5612152,5.31875,2.345,58.7
1,20150527,282.86,4.75,536.3735519,5.28375,2.325,58.7
1,20150528,317.795,4.135,532.980708,5.29,2.305,58.7
1,20150529,345.265,4.095,534.91475,5.25125,2.315,58.7
1,20150601,313.97,4.53,546.1190126,5.22875,2.29,58.3
1,20150602,331.525,4.44,535.1877152,5.18375,2.25,58.3
1,20150603,352.805,4.47,547.2206484,5.3425,2.24,58.3
1,20150604,386.925,5.145,550.8098988,5.50125,2.3,58.3
1,20150605,410.545,5.67,550.4529371,5.5475,2.285,58.3
1,20150608,417,5.875,542.9417681,5.59125,2.275,58.3
1,20150609,432.915,6.1,546.3385311,5.535,2.275,58.3
1,20150610,470.41,6.005,546.149491,5.47875,2.3,58.3
1,20150611,631.25,6.43,545.377,5.46625,2.295,58.3
1,20150612,524.05,6.33,544.6692129,5.51875,2.315,58.3
1,20150615,655.345,7.11,546.5304835,5.48,2.31,58.3
1,20150616,724.49,8.06,538.0294643,5.46875,2.32,58.3
1,20150617,808.335,9.215,536.5335036,5.38625,2.325,58.3
1,20150618,765.115,9.445,537.1911522,5.415,2.33,58.3
1,20150619,782.555,11.12,542.786747,5.34375,2.315,58.3
1,20150622,864.67,10.915,544.8051874,5.25125,2.32,58.3
1,20150623,946.82,10.48,543.3470943,5.2725,2.345,58.3
1,20150624,1019.865,9.495,541.8113466,5.37125,2.445,58.3
1,20150625,1131.375,11.615,545.2433333,5.4725,2.535,58.3
1,20150626,967.45,10.995,544.7461224,5.47375,2.525,58.3
1,20150629,996.915,12.31,547.9955332,5.435,2.625,58.3
1,20150630,1053.605,14.365,550.1482978,5.38,2.595,58.3
1,20150701,1113.14,13.295,544.18472,5.27625,2.615,58.4
1,20150702,1025.735,12.625,542.4256909,5.28875,2.615,58.4
1,20150703,935.915,13.115,543.2153775,5.20875,2.46,58.4
1,20150706,747.43,11.54,544.1309675,5.1,2.365,58.4
1,20150707,736.695,9.85,534.4147566,5.0375,2.39,58.4
1,20150708,851.415,10.49,532.2840032,5.14,2.42,58.4
1,20150709,944.775,10.235,532.8299068,5.105,2.51,58.4
1,20150710,917.905,11.085,530.1078992,5.06875,2.49,58.4
1,20150713,873.445,11.605,530.3412413,4.91125,2.08,58.4
1,20150714,900.92,11.835,529.7984803,4.91125,2.04,58.4
1,20150715,881.505,11.65,530.5125348,4.9175,1.995,58.4
1,20150716,855.58,10.95,528.582907,4.9425,1.99,58.4
1,20150717,775.25,10.885,532.3099993,4.9675,1.97,58.4
1,20150720,692.855,10.58,529.7688346,4.945,2.015,58.4
1,20150721,549.915,11.135,541.9125125,4.9425,2.02,58.4
1,20150722,605.06,11.63,546.8548073,4.99875,1.935,58.4
1,20150723,662.245,11.825,545.2936755,4.99375,1.82,58.4
1,20150724,616.72,11.665,543.2133034,4.975,1.805,58.4
1,20150727,626.19,11.625,509.1605441,4.96625,1.805,58.4
1,20150728,645.975,11.545,516.9996845,4.8525,1.785,58.4
1,20150729,665.05,11.61,514.7332053,4.91875,1.78,58.4
1,20150730,730.845,10.67,515.9927713,4.89375,1.71,58.4
1,20150731,745.555,10.625,514.4349967,4.8275,1.655,58.4
1,20150803,726.205,10.38,545.4076141,4.8775,1.695,58.2
1,20150804,731.525,10.025,529.051894,4.9675,1.875,58.2
1,20150805,753.42,9.58,527.2893447,5.0175,1.935,58.2
1,20150806,749.375,8.34,543.0142525,4.9925,1.955,58.2
1,20150807,765.16,8.475,544.0214987,5.02,2.05,58.2
1,20150810,793.76,7.895,546.2562798,5.07125,2.115,58.2
1,20150811,811.635,7.895,548.8570988,5.17875,2.155,58.2
1,20150812,903.46,8.36,544.6912273,5.09875,2.135,58.2
1,20150813,961.415,8.38,546.5184737,5.65625,2.1,58.2
1,20150817,883.87,9.13,545.3747772,5.82875,1.9,58.2
1,20150818,823.43,9.005,545.6912118,5.915,1.905,58.2
1,20150819,834.25,8.955,545.1572932,5.89625,1.885,58.2
1,20150820,846.895,8.57,547.8452317,5.9075,1.85,58.2
1,20150821,891.6,8.34,545.651072,5.88,1.82,58.2
1,20150824,889.845,7.97,547.5333667,5.825,1.84,58.2
1,20150825,833.67,8.145,547.086114,5.785,1.785,58.2
1,20150826,840.675,8.215,546.0033375,5.75625,1.785,58.2
1,20150827,850.895,7.305,546.4865958,5.61125,1.75,58.2
1,20150828,820.27,7.645,541.6412273,5.4775,1.74,58.2
1,20150831,828.78,7.54,543.6676096,5.22875,1.74,58.2
1,20150901,848.245,7.45,557.1523201,5.2475,1.74,58.1
1,20150902,870.13,8.41,561.3306789,5.32625,1.695,58.1
1,20150903,853.755,9.585,559.7639975,5.56875,1.79,58.1
1,20150904,835.445,9.725,549.3529264,5.6675,1.81,58.1
1,20150907,803.005,9.65,553.8624457,5.64625,1.83,58.1
1,20150908,827.205,9.67,555.0286803,5.45,1.765,58.1
1,20150909,870.94,9.495,555.5257409,5.5,1.745,58.1
1,20150910,825.055,9.345,554.7553972,5.61,1.805,58.1
1,20150911,799.74,9.265,560.7178163,5.4975,1.8,58.1
1,20150914,823.36,9.42,561.7539365,5.62,1.855,58.1
1,20150915,814.78,9.37,560.5795619,5.64,1.9,58.1
1,20150916,822.235,9.7,558.3989723,5.6075,1.855,58.1
1,20150917,832.695,10.535,558.3322031,5.63,1.975,58.1
1,20150918,816.85,10.215,558.8970217,5.675,1.905,58.1
1,20150921,830.555,10.185,552.6317276,5.71125,1.84,58.1
1,20150922,824.615,10.705,550.7106522,5.745,1.875,58.1
1,20150923,795.2,11.82,548.7742469,5.87125,1.905,58.1
1,20150924,718.775,13.22,551.7141002,5.7925,1.885,58.1
1,20150925,691.845,14.105,553.7712589,5.8475,1.855,58.1
1,20150930,683.76,14.215,554.1804196,5.74375,1.78,58.1
1,20151001,627.105,13.585,550.6948766,5.745,1.735,58.1
1,20151002,674.56,14.06,551.6154452,5.7725,1.695,58.1
1,20151005,657.97,13.84,551.0120572,5.93125,1.715,58.1
1,20151006,629.95,12.89,548.8782141,5.86375,1.68,58.1
1,20151007,616.38,12.335,552.6519725,5.87125,1.67,58.1
1,20151008,647.34,12.525,550.7005086,6.05875,1.7,58.1
1,20151012,624.635,11.445,556.329229,6.02375,1.745,58.1
1,20151013,632.13,11.365,557.0938429,6.07375,1.775,58.1
1,20151014,629.15,12.235,562.9675172,6.32,1.82,58.1
1,20151015,625.235,12.575,561.4646666,6.36375,1.83,58.1
1,20151016,591.935,13.455,560.3604241,6.45875,1.845,58.1
1,20151019,556.715,13.88,557.1640156,6.46375,1.9,58.1
1,20151020,586.53,13.84,555.7706546,6.4825,1.925,58.1
1,20151021,619.805,13.56,557.3164529,6.55125,1.905,58.1
1,20151022,573.155,13.685,556.7280377,6.57625,1.9,58.1
1,20151023,480.895,13.82,546.3201401,6.77375,1.94,58.1
1,20151026,568.19,13.895,545.6378612,6.89,2.005,58.1
1,20151027,580.335,14.16,547.2231063,6.94625,1.945,58.1
1,20151028,564.655,14.53,544.2441801,6.94625,1.96,58.1
1,20151029,556.335,14.455,546.217743,6.9225,2,58.1
1,20151030,561.875,14.125,540.8650156,6.93375,2.065,58.1
1,20151102,631.715,13.955,548.098988,7.0225,2.125,58.1
1,20151103,675.95,15.045,549.1004725,7.125,2.155,58.1
1,20151104,660.28,16.68,544.760321,7.11,2.165,58.1
1,20151105,659.78,18.285,549.3027613,7.115,2.13,58.1
1,20151106,640.845,18.31,550.2386622,7.10875,2.16,58.1
1,20151109,619.8,19.595,543.4493127,7.01625,2.145,58.1
1,20151110,628.15,17.545,544.975619,7.0425,2.135,58.1
1,20151111,629.89,12.67,540.9525194,7.1275,2.15,58.1
1,20151112,628.63,11.91,543.4323888,7.10875,2.225,58.1
1,20151113,638.77,11.485,545.1411705,7.06625,2.24,58.1
1,20151116,637.525,12.355,545.0677753,6.985,2.205,58.1
1,20151117,633.37,14.445,541.9913142,7.72,2.17,58.1
1,20151118,633.22,13.175,538.4980452,7.80875,2.14,58.1
1,20151119,632.815,13.895,538.0686265,7.665,2.06,58.1
1,20151120,624.77,14.3,543.6349613,7.68125,2.055,58.1
1,20151123,613.095,14.015,538.8489592,7.62375,2.035,58.1
1,20151124,615.55,13.935,536.6011935,7.52625,1.99,58.1
1,20151125,598.62,12.85,538.9028982,7.54625,1.985,58.1
1,20151126,583.2,12.365,537.3595837,7.61625,2.005,58.1
1,20151127,563.47,12.495,536.8026901,7.64375,2.065,58.1
1,20151130,565.56,12.11,536.0435987,7.79,2.125,58.1
1,20151201,569.165,12.085,534.6521264,7.84125,2.19,58
1,20151202,579.025,11.87,537.2842757,7.8075,2.21,58
1,20151203,580.495,11.635,535.3093002,7.7775,2.285,58
1,20151204,525.9,10.55,551.7570725,7.8125,2.355,58
1,20151207,499.625,10.695,550.5409566,7.815,2.35,58
1,20151208,497.295,10.185,548.8470156,7.90625,2.31,58
1,20151209,468.275,10.74,550.3403876,8.09375,2.34,58
1,20151210,463.195,11.095,556.1850668,8.19625,2.285,58
1,20151211,476.17,10.895,553.8821881,8.17125,2.255,58
1,20151214,463.16,10.635,556.4003188,8.28,2.25,58
1,20151215,432.23,10.595,558.3611286,8.34375,2.285,58
1,20151216,441.87,10.495,552.6180726,8.27375,2.325,58
1,20151217,453.885,11.14,553.5538098,8.265,2.36,58
1,20151218,459.645,11.96,546.8991469,8.2325,2.415,58
1,20151221,453.84,11.765,549.978536,8.1625,2.415,58
1,20151222,451.765,11.34,553.2494083,8.11625,2.345,58
1,20151223,448.83,11.28,555.1983886,8.245,2.375,58
1,20151224,401.05,11.51,550.643393,8.25375,2.46,58
1,20151228,390.52,12.28,555.5025,8.27625,2.56,58
1,20151229,427.7,12.35,555.8319741,8.10875,2.485,58
1,20151230,411.325,13.675,552.5155035,8.14125,2.48,58
1,20151231,438.56,14.475,552.4660427,8.24875,2.66,58
1,20160104,486.27,13.38,549.6320834,8.26375,2.845,57.7
1,20160105,522.58,13.27,546.2916485,8.27,2.93,57.7
1,20160106,509.195,12.79,543.5590519,8.1875,2.94,57.7
1,20160107,485.67,12.575,544.6213716,8.35625,3.015,57.7
1,20160108,487.06,12.74,549.3284008,8.415,2.985,57.7
1,20160111,500.855,12.71,552.8716419,8.30625,2.94,57.7
1,20160112,501.885,12.63,551.0991273,8.0775,2.725,57.7
1,20160113,495.4,12.03,548.2405299,8.2425,2.72,57.7
1,20160114,489.535,11.475,549.2771241,7.9575,2.59,57.7
1,20160115,491.71,9.67,538.7790642,7.60375,2.37,57.7
1,20160118,471.625,9.65,541.5300338,7.53375,2.26,57.7
1,20160119,456.82,10.725,545.2525081,7.38,2.24,57.7
1,20160120,447.86,10.97,546.0786195,7.57375,2.37,57.7
1,20160121,435.235,10.615,535.3839442,7.48,2.33,57.7
1,20160122,443.41,10.935,530.1439883,7.1025,2.28,57.7
1,20160125,443.9,11.095,527.810472,6.81125,2.06,57.7
1,20160126,454.12,11.825,545.1647621,6.95875,2.005,57.7
1,20160127,450.665,12.22,536.763781,6.785,1.85,57.7
1,20160128,440.04,11.95,538.150279,6.93,1.995,57.7
1,20160129,434.91,11.84,527.6346153,7.11375,2.075,57.7
1,20160201,434.295,11.65,527.375524,7.14125,2.08,57.6
1,20160202,435.645,11.395,548.0575314,7.12625,2.09,57.6
1,20160203,437.29,11.155,551.9345959,7.07125,2.125,57.6
1,20160204,443.27,11.12,559.5000918,7.02375,2.12,57.6
1,20160205,446.415,10.95,564.4183184,7.19125,2.135,57.6
1,20160211,452.12,10.875,554.1000462,7.3075,2.15,57.6
1,20160212,444.37,10.765,561.3808037,7.12625,2.05,57.6
1,20160215,438.245,11.025,560.49027,7,2.015,57.6
1,20160216,439.475,11.12,554.0857073,7.0975,2.1,57.6
1,20160217,443.58,11.21,555.2318619,6.835,2.03,57.6
1,20160218,446.715,11.065,546.8334917,6.37625,1.925,57.6
1,20160219,447.81,11.08,539.9985804,6.41875,1.925,57.6
1,20160222,449.64,11.205,546.469498,6.46,1.905,57.6
1,20160223,447.275,11.33,541.1142805,6.2925,1.875,57.6
1,20160224,445.33,11.215,540.8686685,6.31625,1.865,57.6
1,20160225,468.725,11.035,541.1631911,6.63125,1.86,57.6
1,20160226,488.93,10.97,541.6049794,6.8925,1.895,57.6
1,20160229,507.775,11.13,551.7791659,7.61,1.94,57.6
1,20160302,531.02,11.43,548.7458415,7.545,1.88,57.6
1,20160303,520.725,12.115,548.5436051,7.83625,1.985,57.6
1,20160304,550.855,12.095,554.363341,7.8775,2.015,57.6
1,20160307,576.86,11.855,557.0158059,7.80875,1.985,57.6
1,20160308,571.975,11.63,556.3617814,7.92125,2.01,57.6
1,20160309,571.355,11.7,558.2847466,7.935,2.065,57.6
1,20160310,569.35,11.6,557.7795511,7.92,2.1,57.6
1,20160311,593.31,11.625,562.5820628,8.0175,2.16,57.6
1,20160314,614.595,11.475,562.8086368,8.19625,2.255,57.6
1,20160315,645.71,11.535,558.6027105,8.15625,2.425,57.6
1,20160316,642.125,11.88,557.0776256,8.15375,2.42,57.6
1,20160317,662.445,11.9,556.0498811,8.06375,2.415,57.6
1,20160318,646.325,11.78,557.8855544,7.98125,2.38,57.6
1,20160321,651.81,11.985,545.319306,7.925,2.275,57.6
1,20160322,656.835,11.93,546.7021851,7.8925,2.23,57.6
1,20160323,650.925,12.03,519.6139965,8,2.415,57.6
1,20160324,656.175,12.325,541.7816662,8.04375,2.625,57.6
1,20160325,651.045,12.6,511.5424358,7.98875,2.57,57.6
1,20160328,653.09,12.575,543.052051,8.12,2.565,57.6
1,20160329,644.795,12.805,544.5315124,8.18875,2.755,57.6
1,20160330,605.69,13.775,547.9388788,8.40625,2.85,57.6
1,20160331,600.42,13.8,549.3273923,8.38375,2.825,57.6
1,20160401,575.545,13.075,553.9892097,8.44,2.78,57.5
1,20160404,573.915,13.275,559.2990532,8.56625,2.755,57.5
1,20160405,597.895,13.01,559.6523151,8.56875,2.715,57.5
1,20160406,600.645,12.955,558.9653311,8.67,2.785,57.5
1,20160407,610.14,12.955,560.3147661,8.75875,2.79,57.5
1,20160408,604.63,13.035,557.7977771,8.96875,2.915,57.5
1,20160411,593.755,13.28,558.051538,8.91875,2.84,57.5
1,20160412,593.6,13.205,558.0154483,8.91375,2.82,57.5
1,20160414,600.315,13.18,539.8948769,9.0375,2.835,57.5
1,20160415,594.775,13.18,546.3239097,8.9275,2.78,57.5
1,20160418,589.665,13.22,546.5389216,8.80625,2.76,57.5
1,20160419,574.615,13.34,547.6488826,8.89625,2.72,57.5
1,20160420,573.18,13.37,544.8958339,8.9075,2.72,57.5
1,20160421,590.005,13.195,546.9255371,9.02875,2.78,57.5
1,20160422,600.195,12.915,545.7393724,8.89875,2.805,57.5
1,20160425,600.12,12.76,544.2313519,9.09375,2.775,57.5
1,20160426,622.52,12.37,546.8517433,9.18625,2.745,57.5
1,20160427,648.985,12.17,547.7250499,9.27125,2.715,57.5
1,20160428,647.51,11.84,545.4289902,9.20875,2.725,57.5
1,20160429,646.035,11.955,546.5283845,9.1575,2.695,57.5
1,20160502,638.915,11.89,552.9111432,9.11,2.665,57.5
1,20160503,634.905,11.985,549.9127168,9.11,2.65,57.5
1,20160504,627.085,11.89,549.9458113,9.11625,3.585,57.5
1,20160509,623.805,11.97,499.940129,9.10375,3.565,57.5
1,20160510,624.8,11.945,499.1506048,9.17625,3.595,57.5
1,20160511,619.235,12.465,498.8648972,9.20625,3.64,57.5
1,20160512,623.93,12.265,501.0795631,9.17625,3.7,57.5
1,20160513,631.82,12.145,498.7780569,8.90875,3.57,57.5
1,20160516,629.82,12.115,495.7088097,8.99,3.66,57.5
1,20160517,622.33,12.07,496.3890946,8.875,3.645,57.5
1,20160518,622.39,12.04,496.4329393,8.69625,3.605,57.5
1,20160519,619.21,12.005,494.7449083,8.76125,3.705,57.5
1,20160520,617.345,11.57,491.1503532,8.7825,3.695,57.5
1,20160523,624.84,11.52,492.009158,8.82,3.565,57.5
1,20160524,625.67,11.265,492.1146483,8.8975,3.62,57.5
1,20160525,622.63,10.87,488.6517408,9.04125,3.64,57.5
1,20160526,608,10.74,489.4843326,8.92625,3.615,57.5
1,20160527,598.025,10.935,490.2758983,10,3.64,57.5
1,20160530,596.185,10.97,487.140595,10.4175,3.75,57.5
1,20160531,585.045,11.05,523.7238027,10.505,3.835,57.5
1,20160601,575.01,10.87,523.5360145,10.73125,3.87,57.5
1,20160602,590.775,10.525,537.8776021,10.87375,3.77,57.5
